id,name,source,missing_fields
uyenluu-045,CANH SƯỜN XÀ LÁCH XOONG,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-046,PHỞ GÀ,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-047,NUI NẤU RAU CỦ,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-048,BÚN MĂNG VỊT,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-049,MÌ CHẢ CÁ,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-050,BÚN RIÊU CUA,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-051,MÌ HOÀNH THÁNH,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-052,PHỞ XÀO THỊT BÒ MĂNG TÂY,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-053,TÔM HÙM HẤP NƯỚC DỪA,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-054,MÌ XÀO CHAY,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-055,MÌ CHAY XÀO RAU,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-056,BÚN XÀO SINGAPORE,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-057,MÌ Ý XÀO RAU XANH,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-058,MIẾN XÀO,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-059,BÁNH KEM CARAMEL,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-060,BÁNH BÔNG LAN LÁ DỨA CUỘN NHÂN XOÀI,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-061,KEM LÁ DỨA,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-062,BÁNH KHOAI MÌ NƯỚNG,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-063,CHÈ NẾP GỪNG TRÁI ĐÀO,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-064,CHÈ DỪA XOÀI BỘT BÁNG,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-065,BÁNH PHÔ MAI CAM CHANH,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-066,BÁNH CHUỐI NƯỚNG,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-067,BÁNH KẸP TRÀ XANH ĐÀO CHANH DÂY,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-068,CÀ PHÊ SỮA ĐÁ,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-069,XÔI ĐẬU XANH,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-070,XÔI CHAY,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-071,CHÁO,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-072,MÌ TƯƠI,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-073,KHOAI TÂY NƯỚNG,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-074,DƯA CHUA,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-075,NƯỚC MẤM,Vietnamese (Uyen Luu),cuisine+season_months
uyenluu-076,NƯỚC SỐT TƯƠNG,Vietnamese (Uyen Luu),cuisine+season_months
gwe-001,红烧肉,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-002,糖醋排骨,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-003,火爆腰花,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-004,香酥羊排,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-005,回锅肉,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-006,鱼香肉丝,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-007,鱼香山药滑鸡,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-008,宫保鸡丁,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-009,水煮牛肉,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-010,干烧鱼,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-011,麻辣香锅,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-012,家常豆腐,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-013,麻婆豆腐,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-014,梅菜扣肉,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-015,柱侯花生猪手煲,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-016,菠萝咕咾肉,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-017,豉汁蒸凤爪,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-018,大蒜烧肚条,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-019,葱烧牛蹄筋,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-020,红烧狮子头,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-021,熘肝尖,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-022,黄焖鸡翅,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-023,铁板孜然羊肉,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-024,糖醋带鱼,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-025,家炖小黄鱼,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-026,肉片烧茄子,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-027,肉末酱烧茄子,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-028,东坡肘子,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-029,干煸牛肉丝,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-030,桃仁宫保虾球,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-031,罗生香辣虾,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-032,鱼香虾球茄子煲,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-033,吉列咖喱猪排,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-034,蚝油牛肉,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-035,豉汁干葱爆鸡球,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-036,南煎丸子,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-037,京酱肉丝,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-038,葱爆羊肉,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-039,抓炒鱼片,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-040,黑椒柠檬煎鸡扒,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-041,木须肉,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-042,酸菜白肉,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-043,黄瓜肉片,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-044,炝炒土豆丝,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-045,海米烧萝卜,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-046,潮州小炒皇,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-047,腰果鸡丁,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-048,白玉翡翠明虾球,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-049,鲜虾酿豆腐,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-050,咸鱼鸡粒豆腐煲,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-051,蚝油西蓝花,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-052,椒丝腐乳通心菜,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-053,白灼芥蓝,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-054,罗汉素斋,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-055,北菇烧豆腐,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-056,芫爆肉丝,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-057,素烧二冬,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-058,红扒牛肉条,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-059,醋熘苜蓿,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-060,家常大烩菜,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-061,盐水鸭肝,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-062,清火杏仁芹,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-063,黄芥末时蔬拉皮,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-064,陈皮兔丁,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-065,川香口水鸡,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-066,怪味鸡丝,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-067,蒜泥白肉,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-068,老北京豆儿酱,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-069,老汤酱牛肉,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-070,焖酥鱼,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-071,扁豆焖面,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-072,担担面,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-073,老北京炸酱面,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-074,肥牛饭,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-075,蒜香虾仁炒饭,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-076,腊味煲仔饭,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-077,石锅拌饭,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-078,长子炒饼,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-079,鸡油葱花饼,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
gwe-080,卤煮火烧,够味儿：80道经典家常菜烹饪详解,cuisine+season_months
sichuan-001,Poached Chicken for Cold Dishes,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-002,Cold-dressed Chicken,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-003,‘Strange Flavour’ Bang Bang Chicken,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-004,Chicken in Sichuan Pepper and Spring Onion Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-005,Fish-fragrant Cold Chicken,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-006,Cold Chicken with Fragrant Rice Wine,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-007,Broccoli with Sesame Oil,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-008,Green Soy Beans in a Simple Stock Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-009,Spinach in Sour-and-hot Dressing,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-010,Preserved Eggs with Green Peppers,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-011,Coral-like Snow Lotus,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-012,Fine Green Beans in Ginger Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-013,‘White’ Pork in Garlicky Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-014,Steamed Aubergines with Scorched Green Peppers,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-015,Spicy Steamed Aubergine Salad,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-016,Sour-and-hot Wood Ear Salad,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-017,Cold Fish in Spicy Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-018,Three-sliver Salad with Various Dressings,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-019,‘Old Arabian’ Cold Beef with a Spicy Dressing,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-020,‘Man-and-wife’ Offal Slices,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-021,Spiced Chicken Hearts,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-022,Dry-tossed Beef,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-023,‘Phoenix Tails’ in Sesame Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-024,Rabbit with Peanuts in Hot Bean Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-025,Smacked Cucumber in Garlicky Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-026,‘Tragically Hot’ Water Spinach Salad,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-027,Spiced Cucumber Salad,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-028,North Sichuan Cool Starch Jelly,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-029,‘Lamp-shadow’ Sweet Potato Crisps,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-030,Firm Tofu with Celery and Peanuts,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-031,Slivered Pig's Ear in Chilli Oil Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-032,‘Rabbit Eaten Cold’,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-033,Tea-smoked Duck,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-034,Numbing-and-hot Dried Beef,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-035,‘Strange Flavour’ Peanuts,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-036,Twice-cooked Pork,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-037,Pork Slivers with Yellow Chives,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-038,Bowl-steamed Pork in Ricemeal with Peas,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-039,Bowl-steamed Belly Pork with Preserved Vegetable,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-040,Pork in ‘Lychee’ Sauce with Crispy Rice,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-041,Stir-fried Pork Slivers with Sweet Flour Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-042,Red-braised Pork,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-043,Fish-fragrant Pork Slivers,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-044,Sweet-and-sour Pork,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-045,Li Zhuang ‘Head Bowl’ Meatloaf Stew,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-046,Pork Slivers with Preserved Mustard Tuber,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-047,Sichuanese Stir-fried Bacon,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-048,Salt-fried Pork,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-049,Stir-fried Pig's Liver,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-050,Fire-exploded Kidney ‘Flowers’,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-051,Stewed Pork with Carrots,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-052,Sliced Pork with Black Wood Ear Mushrooms,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-053,Boiled Beef Slices in a Fiery Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-054,Spicy Steamed Beef with Ricemeal,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-055,Dry-fried Beef Slivers,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-056,Red-braised Beef with White Radish,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-057,Spicy Blood Stew,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-058,Scalded Kidneys with Fresh Chilli,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-059,Dry-braised Beef Tendons,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-060,Gong Bao Chicken with Peanuts,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-061,Zigong ‘Small-fried’ Chicken,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-062,Taibai Chicken,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-063,Dry-fried Chicken,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-064,Braised Chicken with Chestnuts,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-065,Chicken in a Delicate Vinegar Souce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-066,Stir-fried Chicken with Preserved Vegetable,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-067,Braised Chicken with Baby Taro,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-068,Chongqing Chicken with Chillies,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-069,Stir-fried Chicken Hotchpotch,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-070,Fish-fragrant Fried Chicken,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-071,Chicken ‘Tofu’,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-072,"‘One Tender Bite’, from Qiaotou, Zigong",川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-073,Fragrant and Crispy Duck,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-074,Duck Braised with Konnyaku ‘Tofu’,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-075,Steamed Egg Custard with Minced Pork Topping,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-076,Fish Braised in Chilli Bean Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-077,Fish Stew with Pickled Mustard Greens,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-078,Boiled Fish in a Seething Sea of Chillies,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-079,Dry-braised Fish with Pork in Spicy Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-080,Dry-braised Prawns,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-081,Sweet-and-sour Crispy Fish,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-082,Numbing-and-hot Tiny Fish,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-083,Gong Bao Prawns with Cashew Nuts,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-084,Fish with Fresh Chilli and Green Sichuan Pepper,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-085,Mapo Tofu,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-086,Home-style Tofu,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-087,Tofu with Minced Meat in Fermented Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-088,Leshan ‘Bear's Paw’ Tofu,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-089,Mount Emei Spicy Silken Tofu,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-090,Sour-and-hot‘Flower’ Tofu,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-091,Xiba Tofu,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-092,Fish-fragrant Aubergines,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-093,Dry-fried Aubergines,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-094,Stuffed Aubergine Fritters with Sichuan Pepper Dip,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-095,Stir-fried Water Spinach withChillies and Sichuan Pepper,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-096,Stir-fried Mashed Broad Beans with Spring Onion,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-097,Pickled Yard-long Beans with Minced Pork,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-098,Dry-fried Green Beans,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-099,Stir-fried Lotus Root with Chillies and Sichuan Pepper,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-100,Dry-fried ‘Eels’ (Shiitake Mushrooms),川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-101,Stir-fried Cabbage with Chilli,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-102,Stir-fried Cabbage with Pork Cracklings,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-103,Cauliflower with Smoked Bacon,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-104,Stir-fried Garlic Stems with Smoked Bacon,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-105,Dry-fried Bitter Melon,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-106,Stir-fried Potato Slivers with Chillies and Sichuan Pepper,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-107,‘Crossing-the-river’ Choy Sum,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-108,Green Soy Beans with‘Golden Hooks’,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-109,‘Ants Climbing a Tree’(Bean-thread Noodles with Minced Pork),川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-110,Sweetcorn Kernels with Green Peppers,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-111,Stir-fried Amaranth Leaves with Garlic,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-112,Stir-fried Mixed Mushrooms,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-113,Stewed Baby Taro with Greens,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-114,Tiger-skin Green Peppers,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-115,Stir-fried Celery with Minced Pork,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-116,Fried Egg and Tomato Soup,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-117,Simple Tofu Soup,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-118,Thick Split Pea Soup,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-119,Clear-simmered Oxtail Soup,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-120,Simple Choy Sum ‘Soup’,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-121,Chicken Balls in Clear Soup,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-122,Chicken Soup with Pickled Mustard Greens,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-123,Meatball and Vegetable Soup,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-124,‘Along with the Pot’ Pork and Radish Soup,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-125,Sour-and-hot ‘Flower’ Tofu Soup,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-126,Chicken with Ginkgo Nuts,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-127,Traditional Dandan Noodles,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-128,Chongqing ‘Small’ Noodles,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-129,Mr Xie's Dandan Noodles,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-130,Spicy Noodles with Silken Tofu,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-131,Soup Noodles with Shredded Pork and Pickled Greens,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-132,Sichuan Soup Noodles with Minced Pork Topping,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-133,Sweet Water Noodles,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-134,Mr Xie's ‘Sea Flavour’ Noodles,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-135,Copper Well Lane Vegetarian Noodles,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-136,Spicy Cold Noodles with Chicken Slivers,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-137,Yibin ‘Kindling’ Noodles,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-138,Cold Buckwheat Noodles,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-139,Sour-and-hot Sweet Potato Noodles,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-140,Zhong Crescent Dumplings,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-141,Dragon Wontons,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-142,Chengdu Wontons with Dried Chilli Sauce,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-143,Pot-sticker Dumplings with Chicken Stock,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-144,Steamed Pork and Pumpkin Dumplings,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-145,Leaf-wrapped Glutinous Rice Dumplings,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-146,Steamed Buns with Spicy Beansprout Stuffing,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-147,Juntun Guokui Pastries,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-148,Stuffed Eggy Pancakes,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-149,Spiced ‘Oil Tea’ with Crunchy Toppings,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-150,‘Sweet Cooked White’ Rice Pudding with Pork Fat,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-151,Mr Lai's Glutinous Rice Balls with Sesame Stuffing,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-152,‘Three Big Bangs’,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-153,Pearly Rice Balls,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-154,Sweet Potato Cakes,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-155,Silver Ear Fungus and Rock Sugar Soup,川菜（扶霞·邓洛普）,cuisine+season_months
sichuan-156,Eight-treasure Wok Pudding,川菜（扶霞·邓洛普）,cuisine+season_months
ymzx-001,Crisp Seaweed with Peanuts,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-002,Quick Cucumber Salad,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-003,Sweet-and-sour Radishes,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-004,Slivered White Asian Radish and Jellyfish Salad,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-005,Ningbo Soy Sauce Greens,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-006,Chrysanthemum Leaves with Pine Nuts,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-007,Spicy Chinese Cabbage,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-008,Celtuce Salad with Spring Onion Oil,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-009,Nanjing New Year's Salad,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-010,Lily Bulb and Celery Salad,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-011,Juicy Shiitake Mushrooms,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-012,Hand-torn Mushrooms,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-013,Lotus Root Stuffed with Glutinous Rice,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-014,Spiced Wheat Gluten with Four Delights,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-015,Hangzhou Buddhist ‘Roast Goose’,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-016,Cool Steamed Aubergine with a Garlicky Dressing,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-017,Mashed Broad Beans with Snow Vegetable,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-018,Shanghai ‘Smoked’ Fish,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
ymzx-019,Smoked Duck Eggs,鱼米之乡（扶霞·邓洛普）,cuisine+season_months
